trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,ingestion_ts
2025-07-07 20:21:20,6011775051385053,fraud_Barrett-Harper,health_fitness,362.43,Sabrina,George,M,44319 Dillon Freeway,South Amanda,CA,23593,41.0928205,-33.842236,396956,Artist,1910-10-06,ed91c03ffc7e487cbc4054ac0c478cc1,1751919680,40.91218837027244,-33.35596967669515,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4774043329842518,fraud_Garcia-Thompson,misc_pos,47.53,Melvin,Baker,M,179 Stanton Wells,New Karen,CA,80434,-11.1641225,7.724449,164285,Artist,1950-03-04,7d400cec848d438098c4c27ae7e8fc65,1751919680,-11.53103299044651,7.53392919362344,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4171079642932908,"fraud_Velasquez, Mayer and Walker",misc_pos,77.97,Alexander,Ramirez,F,677 Mary Canyon,Garciamouth,CA,81588,-58.639329,-52.891114,35200,Artist,1932-08-21,1c7d21a91e824c958d1ffb0ef9519fd4,1751919680,-58.277690440373526,-52.411515790129314,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,344057094610305,fraud_Banks PLC,gas_transport,156.02,Timothy,Coleman,M,498 Davis Mountain,Cainmouth,CA,83693,61.249159,126.560734,350756,Artist,1962-05-04,ed08c11768e640009ea262242fb3b9c2,1751919680,61.272050941244764,126.09207120857641,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3581668223927281,"fraud_Hernandez, Rogers and Le",shopping,471.2,Angelica,Bautista,M,86656 Dawson Hills Apt. 131,South Amandaside,CA,85921,-31.7163205,100.165924,385366,Artist,1982-01-09,3929e5edcbdf436883e2f6e3f70c4b8c,1751919680,-31.374504330861924,100.13944717112068,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3586104694157807,fraud_Gregory-Christensen,misc_pos,434.77,Marilyn,Dunn,F,9679 Christian Forges Apt. 789,South Brenda,CA,44496,13.018917,103.23998,318309,Artist,1958-05-14,0516837bbdb04092a273049651b261a3,1751919680,13.291192127375972,103.59114134040128,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4399330709212528,"fraud_Miller, King and Whitaker",travel,384.68,Brittney,Mccormick,F,24436 Danielle Rapids,Brandtville,CA,51013,12.0380475,135.842462,348863,Artist,2018-02-06,dd17875f4f8043e6a8cc2d34bf8cefe6,1751919680,11.918893660826601,136.3286257579141,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4048316745970,"fraud_Johnson, Robbins and Anderson",shopping,73.57,Michele,Williams,M,1388 Hunter Causeway Suite 168,North Cynthia,CA,42750,-83.5493375,5.178642,204351,Artist,2016-01-03,e8297a549430463ba608dc11d8b7cf35,1751919680,-84.00310781954552,4.87196824146101,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3566861259243595,"fraud_Clark, Munoz and Schmidt",personal_care,64.18,Michael,Weiss,F,083 Brian Forge,North Benjaminville,CA,75974,47.349657,-36.164644,227429,Artist,1917-08-25,222d1cae09cb4a2eafbd2e9f76aa75ea,1751919680,47.571566544174075,-36.56173670016029,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,586958791996,"fraud_Sanders, Brady and Morgan",health_fitness,280.0,Michelle,Torres,M,195 Stone Field,Jasonfurt,FL,21444,-88.083481,113.739746,470180,Artist,1975-07-03,31cc7dd02e7c47dba346b88dfa83a8b0,1751919679,-88.5422154233357,113.55497853144152,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,30264182793535,fraud_Martin Group,food,344.36,James,Watkins,M,56072 Kelly Centers Apt. 348,South Whitney,FL,30283,-71.2694025,50.651536,226580,Artist,1961-04-27,214f4cb56ded4cf59657025af9315573,1751919679,-71.76187212816336,50.8030611138571,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4438842063032212456,fraud_Foster LLC,gas_transport,312.0,Dana,Morrow,M,67927 Tammy Park,Garciahaven,FL,56563,-28.9558055,-151.094256,397623,Artist,2012-11-07,cebfdbfeaa594d7ebb019c88c24b10c6,1751919679,-29.131892657749763,-151.55920744847253,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3554770733491817,"fraud_Evans, Martinez and Smith",shopping,244.91,Noah,Mayo,M,845 Michael Bypass,East Michaelhaven,FL,25923,-35.2128565,-63.707562,414287,Artist,1982-02-28,843a84bfd99841699159a69dc21e99ff,1751919679,-35.544622732342326,-64.15076421490821,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,6011339719881589,fraud_Shaw Ltd,health_fitness,391.82,Michael,Silva,F,509 Lisa Station Apt. 106,Torresmouth,FL,62537,83.609036,-56.54308,327375,Artist,1956-05-21,1204202d8fae4604b6c866d20b3f8a86,1751919679,83.14860529299632,-56.30098529485206,1,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,340234987045311,fraud_Parker PLC,misc_pos,188.53,Michael,Moore,M,287 Leon Cliff Apt. 706,Port Scott,FL,64739,-41.8805415,-146.694297,31746,Artist,1962-10-25,586d2cd683dd49489b1db2223f7b0e1e,1751919679,-41.88548803134834,-146.9444377013149,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3507338522533963,"fraud_Rice, Jennings and Stewart",misc_pos,162.23,Janice,Weaver,M,520 Francis Ramp,North Josephton,FL,26015,-56.1035465,19.62703,73590,Artist,2000-02-02,a67d3ba00cf640dfb35a6aa3da12c590,1751919679,-55.96663695437354,19.905631814810988,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4388103340381,fraud_Sanders Group,misc_pos,397.98,Janet,Oneal,M,521 Anthony Spurs Apt. 195,South Thomasfort,FL,18838,27.023702,-55.239904,310870,Artist,1981-08-22,30a5c752e03c49b394c0aeae50b786b2,1751919679,27.086376170345112,-55.3477600285896,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3520796323627453,fraud_Reed Inc,health_fitness,303.09,Allison,Pierce,F,6629 Scott Stream,Melissamouth,FL,92413,81.5891275,107.767368,252268,Artist,1912-01-10,da73f56c6da04d4995949a57b285ec09,1751919680,81.53410171279242,107.59348129417127,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,348003193004004,fraud_Cuevas-Peters,travel,131.36,Joshua,Joseph,F,0472 Crystal Islands,Hooperhaven,FL,29018,-20.110949,-49.533816,478879,Artist,1942-12-30,f4803c735d8c47a295f128ce22f9843a,1751919680,-20.449511183726397,-49.86145546522538,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4560399043455237,"fraud_Sloan, Blake and Cook",shopping,299.17,Amy,Cole,F,563 Shepard Trace,South Sarahstad,FL,97140,-23.3927925,-14.518224,399775,Artist,2016-02-21,990ea4d4e8824ba2ac0315270765a06e,1751919680,-23.31608973395173,-14.416791740352412,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4662157522064,"fraud_Fletcher, King and Williams",food,108.07,Vanessa,Marquez,M,1035 Torres Ferry Suite 555,Taylorview,FL,73154,-88.6978795,172.770434,132281,Artist,1988-04-29,1cb6949385b8499f8991f0b6ebc58b5c,1751919680,-88.77415271728084,172.50693180223217,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4933636509321183,"fraud_Wright, Nichols and Martin",food,379.69,Jackie,Ruiz,M,08137 Burton Expressway,Anthonyton,FL,11589,-41.918686,-3.660735,31985,Artist,1977-02-01,62d3de48c18241eeae0cfd895b67ecc9,1751919680,-41.76856680990788,-4.02783688580545,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4978524185824991,"fraud_Keller, Ryan and Ware",gas_transport,254.2,Charles,Garcia,M,016 Sweeney Track Suite 437,Gateston,FL,59975,-63.340101,33.475559,17938,Artist,1928-12-08,00424c4dbea9406ba4f5bab670b862f3,1751919680,-63.154721291833376,33.95520199341605,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4392154391078840,"fraud_Maldonado, Cook and Powell",health_fitness,159.83,Erika,Mills,M,31092 Lisa Motorway,Haleyview,FL,29025,-8.1129965,-151.237019,98851,Artist,1969-06-06,d00a21be702d43689b95c62c0bba9398,1751919680,-8.18049017303923,-150.9749930163461,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3561769432603194,fraud_Brewer PLC,health_fitness,356.25,Kevin,Morris,F,8668 Justin Hill Suite 365,Ayerston,FL,78668,-2.310076,-38.774512,201488,Artist,1949-02-18,a7095b7a0e634a40aec001e9f03d7695,1751919680,-2.085128578077663,-38.62672637190005,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4490842945270,fraud_Walker-Rodriguez,food,404.55,Matthew,Lynch,F,09361 Daniel Loaf Apt. 226,South Ashley,FL,23257,67.2329855,94.33803,423891,Artist,1951-08-21,9909fc4383a949a2a8ef7fd05dc27043,1751919680,67.15423000047075,93.99256426668771,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,371157212313406,"fraud_Romero, Kelly and Silva",health_fitness,190.37,David,Mueller,M,729 Christensen Green Apt. 817,Joseberg,IL,23072,-15.5057265,179.986391,59124,Artist,1945-09-26,78346f2ecff04c149ecff8d6356a62ef,1751919679,-15.22355907562211,179.7658739262394,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,639095294653,fraud_Baker-Rivera,health_fitness,150.38,John,Gonzales,F,824 Perez Roads,West Erica,IL,02189,-45.4690055,46.933592,301330,Artist,2015-01-07,9301a1f39d16452a8901cda3907baeb6,1751919679,-45.30352441059754,46.85698099444741,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,3522217065787387,fraud_Lopez-Oconnell,food,321.05,Melissa,Lee,F,0559 Elizabeth Curve Apt. 213,South Jeffrey,IL,19415,38.828554,-89.548253,127611,Artist,2017-03-04,ecb6c0837e1c48fab81831c3db054eb3,1751919679,39.02000900113295,-89.41077980538398,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4384308386560935898,fraud_Miller-Jones,travel,499.18,Holly,Mills,M,492 Brock Point Suite 741,Port Carla,IL,67395,-35.833753,-125.468392,190710,Artist,1917-09-10,830dbe14c00a49d48eef63665c39f15e,1751919679,-36.06691569208631,-125.22134578139534,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,2516391666840703,"fraud_Sandoval, Snow and Hooper",misc_pos,496.08,James,Reilly,F,44793 Mejia Common Apt. 917,New Chloe,IL,84643,-66.1882455,166.981705,397622,Artist,2008-03-30,ab9f17aa68114326b5439e8fd5b7c6d2,1751919679,-65.75014641103299,167.43951989191387,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,180059164485243,fraud_Hansen-Sanchez,food,162.47,Kathleen,Arnold,F,4351 Jessica Path,Maloneside,IL,99510,-32.8295745,-17.518009,57569,Artist,1971-07-15,858c05f688c84a7d95c1b8a0fba6fabd,1751919680,-33.05735861382169,-17.43691739064098,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,374614765261520,"fraud_Frost, Campbell and Anderson",misc_pos,151.04,Toni,Mejia,F,25831 Tamara Field Apt. 824,Nicholsshire,IL,71854,0.078171,33.301681,165617,Artist,1984-10-24,376717173a134a2190d103b179b059d9,1751919680,-0.10757214992177687,33.48949657566777,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4999159573079,fraud_Lopez-Graham,food,355.46,Robert,Church,F,783 Richard Burg,North Christopherstad,IL,02423,68.422759,66.811965,488110,Artist,1918-04-01,8ff1c6863b7e4287a0828883df0be11d,1751919680,68.0536549993724,67.05993828624031,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4140426434930188682,"fraud_Wagner, Dominguez and Rhodes",shopping,55.26,Tara,Smith,F,2469 Murray Light Suite 159,Brianshire,IL,57238,71.1787195,-54.304553,425857,Artist,1956-04-20,862ec9c09c3d439eb23b12634a6d9703,1751919680,70.91297627979404,-54.09846610724647,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3599435868883637,"fraud_Wise, Fox and Cohen",misc_pos,288.71,Ryan,Johnson,F,063 Burke Underpass Suite 961,East Joshualand,IL,92481,31.848585,-1.283954,244397,Artist,1938-11-24,3e0c97d3948b462bbeb39e0a7f58e6da,1751919680,31.456379430643096,-1.2068659841406353,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3553586425072587,fraud_Garza-Parker,misc_pos,282.94,Carlos,Young,F,96058 Amber Squares Suite 347,Christophershire,IL,21927,-36.5807255,98.069434,307892,Artist,1929-06-29,49e1937c03cd45f4a9b9504645ac06ea,1751919680,-36.40433620703568,97.80088147285582,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3582514394075055,fraud_Campbell-Adams,travel,209.84,Maureen,Copeland,F,2955 Antonio Camp Suite 474,Reyesfurt,IL,31163,-6.3991855,-115.139983,422636,Artist,1914-11-25,daaf7fd6ca964e0c9c2865e18d6725fa,1751919680,-6.208538287108993,-115.60891560046797,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,2223280258291181,fraud_Hamilton Ltd,personal_care,242.3,Mark,Dunn,F,62305 Nelson Mountains Suite 218,Port Markland,IL,52369,-42.341468,-162.128859,50822,Artist,1961-12-07,84417c5d420647da9e762b212935f067,1751919680,-42.67295277147136,-161.7347358602323,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3580738685726520,fraud_Mcdowell and Sons,misc_pos,108.76,Peter,Johnson,F,7601 Margaret Court Suite 140,Michaelberg,IL,68298,59.4548405,179.878414,462296,Artist,1960-08-04,7295318367644f61b02f07d2a5029776,1751919680,59.03079305459937,180.08389416032833,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4454903089212,fraud_Smith and Sons,shopping,180.06,James,Strong,M,88841 Becker Terrace Apt. 630,Lake Joshua,IL,31168,67.325107,9.66549,414957,Artist,1913-06-07,b9f467da38b54021aa0716b574ecb042,1751919680,67.77096667643531,9.700846971983161,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4911538748181,fraud_Matthews Ltd,personal_care,425.01,Stephanie,Flores,F,7793 Terri Road,Kellyside,NY,14741,30.5543925,-114.317138,307085,Artist,1996-03-27,24bd2495ec6f4ddc83f43fd2cfaf6dc3,1751919679,30.078581523731433,-114.38983140884984,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,2709060157942040,fraud_Hart-Garner,shopping,150.31,Mark,Vargas,F,423 Johnson Islands Apt. 452,South Stacey,NY,52949,-68.024856,67.14816,449529,Artist,1991-06-29,cfdd9f91fbb546ae98fa420e4034ec4b,1751919679,-68.34299065412152,67.59507562406982,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4664340413935909096,"fraud_Hall, Willis and Shaw",shopping,307.67,Aimee,Williams,F,080 Rodriguez Bridge,Jeromehaven,NY,03671,-77.026546,128.511908,262407,Artist,1961-08-15,428f928c73204a8caf1a67f2eb2ae03a,1751919679,-77.48562252366675,128.16696130702655,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4108618886024134,"fraud_Davis, Torres and Ray",food,461.87,Jim,Dickson,M,565 Grace Dale,Smithview,NY,63512,69.386798,-147.674425,28954,Artist,1911-04-06,38724359c2c24b7aa2bd4494857869b0,1751919679,68.92254270024137,-147.91999284000397,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4681640649417244,fraud_Miller-Goodman,travel,246.96,Ashley,Sanchez,M,54081 Owens Corners Suite 162,New Martinfort,NY,53499,-44.86347,168.169338,373703,Artist,1968-07-31,90f160ebce1447b89824ae7711fdc825,1751919679,-44.366238332693136,168.13703968955073,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,587845857800,fraud_Park-Olson,health_fitness,264.38,Christine,Mcdaniel,F,084 Jimmy Circle,West Laurenview,NY,11019,62.29311,64.517203,311974,Artist,1968-11-27,b5e8d41c2bcb43b38074b3c08bf9a6a4,1751919679,62.75149182593999,64.67035535616914,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4405902605869320,fraud_Murray PLC,gas_transport,263.49,Julian,Jones,F,95430 Brown Trace,North Keith,NY,33176,53.1184865,21.3763,99782,Artist,1921-11-17,4e0d10b8da4545b784ac62b731671949,1751919679,52.93473276966566,21.342871759081316,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:19,4394679955361891,fraud_Miller-Garcia,food,228.22,Diane,Phillips,M,2447 Mason Junctions Apt. 208,Mooreview,NY,50272,66.3695785,-145.979508,164025,Artist,1973-09-29,360736281b6448fcb06fcfd882edd3f1,1751919679,66.48863783573827,-145.49641748857064,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,5362147957122955,"fraud_Smith, Luna and Lewis",personal_care,261.13,Richard,Wilson,M,7661 Heidi Trace Apt. 257,Kaylamouth,NY,16310,74.881803,-111.268378,306402,Artist,2011-10-18,13534bc4e6d14f15a650117929bd8874,1751919680,75.09839343625143,-111.51944954660352,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,3582187960036874,fraud_Thomas and Sons,travel,117.48,Alyssa,Chen,M,68522 Steve Camp,Greenberg,NY,53093,-59.298758,79.218719,52459,Artist,1926-04-19,83ac483235ac46018e91037cb09383a9,1751919680,-59.507783623942,79.6351328680677,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,346749358524804,fraud_Kennedy-Roth,gas_transport,251.41,Collin,Santiago,F,05965 Bowers Parks Suite 061,Lake Lisa,NY,50017,-65.9603165,45.886615,90264,Artist,1935-06-19,563a12fed99c4a63a64a31ebc26468b9,1751919680,-66.36781871698085,45.6836451764133,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4059573613418464,fraud_Carpenter Group,health_fitness,426.42,Phillip,Gomez,F,4160 Anderson Highway,East Annamouth,NY,63428,22.4400895,78.86567,277750,Artist,1928-09-03,e2e2220aff904363919e1252b8300cd2,1751919680,22.49872208070629,78.8266387908652,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,580601759476,fraud_Davis-Kim,personal_care,497.35,Barbara,Jackson,M,735 Emily Springs,Jeremytown,NY,28496,69.6294905,20.442035,90493,Artist,1965-01-03,c52a96e805524db9bacecbee81992e06,1751919680,70.08502004579302,20.19580306248096,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,348475868865572,"fraud_Blake, Murray and Wilcox",shopping,211.02,Carolyn,Lee,M,037 Jimmy Extensions Suite 799,Andersonville,NY,34287,-88.3168765,-43.715864,144049,Artist,1947-10-30,d21a70be6e984d949cd263291eae4e36,1751919680,-88.35170951131286,-43.85917277747322,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,676247809434,"fraud_Garza, Horne and Harris",misc_pos,45.51,Brandon,Douglas,M,71781 Barker Estates,East Johnstad,NY,90075,44.5225985,-119.263703,327129,Artist,1984-04-16,b31576898892476993c1e7ab0d88967e,1751919680,44.529021643109346,-118.8839417444291,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,213143415812222,fraud_Johnson-Nichols,health_fitness,179.56,Mary,Young,M,1492 Paul Canyon,Lake Angelicabury,NY,66280,-8.734309,-141.390677,489103,Artist,2014-04-07,72737b9af31b4629842226beafef6626,1751919680,-8.968825736802845,-141.84801340841912,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4799956262946189,fraud_Jacobs-Rios,gas_transport,100.98,Carla,Bryant,M,19839 Mary Lodge,Coxmouth,NY,11983,-59.6621115,39.496539,27095,Artist,1915-01-07,7f428ff01f7d4082898eae7d92821491,1751919680,-59.48222894797755,39.87674479408068,0,2025-07-07T20:21:20.086075
2025-07-07 20:21:20,4050145938457516712,fraud_Ewing Inc,travel,486.9,Julie,Cobb,M,118 Hoffman Mountain Apt. 135,South Melissa,NY,71509,41.4250735,133.97088,190511,Artist,1968-04-24,5273e7cc52534ed196f1f597cd1c78ee,1751919680,41.74193326009731,134.1390158654745,0,2025-07-07T20:21:20.086075
